@RELATION csvToArff

@ATTRIBUTE credit_lines_outstanding REAL
@ATTRIBUTE payment_to_incomeratio REAL
@ATTRIBUTE debt_to_incomeratio REAL
@ATTRIBUTE years_employed REAL
@ATTRIBUTE fico_score REAL
@ATTRIBUTE default REAL

@DATA
5,0.085930888,0.282448003,4,599,1
0,0.068741098,0.017922609,4,687,0
5,0.071460734,0.267648245,4,612,1
0,0.045368018,0.070633308,5,661,0
0,0.051865347,0.035697375,3,668,0
0,0.049266879,0.013211438,5,576,0
0,0.058801635,0.068590144,6,603,0
0,0.055813965,0.030648917,6,660,0
1,0.06101815,0.135808498,3,629,0
1,0.058180502,0.116953991,6,643,0
0,0.068506923,0.103778378,3,691,0
0,0.045121506,0.01,5,525,0
2,0.059380897,0.130600873,5,619,0
0,0.066031975,0.084631413,3,555,0
0,0.047873816,0.06484433,4,599,0
4,0.070362224,0.277059535,1,599,1
5,0.073337429,0.301254858,4,588,1
2,0.070436357,0.16531756,2,622,0
0,0.046201572,0.0385141,4,607,0
0,0.059517171,0.093138152,3,635,0
2,0.044831932,0.159024705,6,687,0
3,0.060850732,0.196354487,3,641,1
3,0.059731248,0.224695403,3,526,1
5,0.074975882,0.234710922,7,686,1
1,0.048986503,0.107302116,6,617,0
0,0.066963893,0.019776311,4,638,0
1,0.051320452,0.110388657,7,649,0
0,0.038519301,0.062767255,4,548,0
5,0.065458328,0.303393555,4,671,1
0,0.058799076,0.041525263,4,605,0
0,0.060876192,0.104022979,3,652,0
0,0.052989831,0.071529699,4,633,0
1,0.069499259,0.116112194,5,657,0
1,0.06124417,0.134546456,5,713,0
1,0.054676186,0.077356163,6,565,0
1,0.077723821,0.118580965,5,665,0
2,0.062599256,0.131952985,7,670,0
3,0.064069572,0.173998199,5,639,0
3,0.058583879,0.199519519,6,652,0
1,0.065129214,0.085068837,6,578,0
0,0.055375107,0.086931448,3,668,0
0,0.052383878,0.059759476,6,555,0
0,0.046030463,0.032527255,5,653,0
5,0.081837048,0.252884098,4,731,1
2,0.052216623,0.109553027,7,690,0
0,0.053292598,0.07410686,6,652,0
1,0.072724442,0.089555907,5,660,0
0,0.062536795,0.042129307,6,616,0
1,0.057829059,0.123301278,5,690,0
0,0.080302991,0.08849602,4,666,0
2,0.062288008,0.174358213,5,769,0
1,0.064092178,0.087732212,5,616,0
1,0.046778347,0.078333188,7,584,0
5,0.069048437,0.342856068,6,630,1
2,0.060851167,0.183809861,3,616,0
0,0.084944972,0.0312547,2,709,0
3,0.060034055,0.20128217,2,606,1
1,0.049798588,0.123873561,7,712,0
1,0.042705692,0.102652165,5,646,0
0,0.051616819,0.07384164,5,670,0
1,0.078485851,0.079512173,6,683,0
3,0.06372002,0.188268865,4,647,0
4,0.04822992,0.193282396,8,604,0
0,0.050918487,0.065738253,3,549,0
0,0.058282291,0.092899399,4,615,0
0,0.077589511,0.099124135,3,649,0
5,0.061823671,0.283434744,4,561,1
1,0.04389896,0.104074465,6,617,0
0,0.047111205,0.061345133,3,701,0
0,0.055770583,0.040914041,4,567,0
0,0.061228231,0.082605649,3,625,0
0,0.062582839,0.101914096,4,657,0
0,0.079822238,0.069455277,4,641,0
0,0.040910562,0.065337058,7,553,0
1,0.046212456,0.078668274,7,683,0
1,0.049318501,0.080928079,5,672,0
0,0.053574004,0.077260914,5,642,0
0,0.07286693,0.084023946,3,697,0
0,0.061005142,0.057973615,5,659,0
0,0.072285781,0.049678899,7,750,0
0,0.07491429,0.096905567,4,704,0
1,0.05970011,0.094931763,5,692,0
0,0.059132152,0.083331417,4,660,0
0,0.05832063,0.069805805,6,607,0
0,0.060141223,0.088349285,4,680,0
0,0.065646797,0.044052583,4,742,0
1,0.053319825,0.086578943,6,694,0
4,0.073103894,0.216952678,2,599,1
1,0.082315177,0.090568568,4,582,0
2,0.050603872,0.17490271,3,614,0
5,0.050388487,0.282071453,2,614,1
5,0.065528307,0.273465848,3,658,1
0,0.053267966,0.083441783,4,618,0
3,0.044198704,0.165373653,6,595,0
0,0.074816782,0.021007061,5,666,0
0,0.069944943,0.05906872,6,605,0
0,0.065945505,0.070320664,3,632,0
0,0.072379948,0.039496944,5,685,0
0,0.040937565,0.052172458,6,694,0
0,0.061967846,0.0508443,5,636,0
1,0.052033668,0.058434713,8,620,0
0,0.060887034,0.076404244,4,500,0
0,0.079948265,0.094564365,2,620,0
3,0.048952442,0.186122859,7,672,0
0,0.074511844,0.097348921,3,683,0
5,0.061021017,0.325994549,1,644,1
0,0.070180526,0.056108797,5,622,0
0,0.055729988,0.048012353,4,634,0
0,0.052718592,0.074609436,3,562,0
3,0.065759069,0.193416057,7,748,0
0,0.057928485,0.063916974,1,692,0
4,0.074201895,0.285995069,2,548,1
4,0.044337408,0.227177743,8,779,0
1,0.06014925,0.119359298,5,731,0
1,0.044314118,0.123980998,8,743,0
4,0.04177233,0.224921078,6,632,1
1,0.056952755,0.118595857,6,664,0
1,0.048442854,0.091668711,5,655,0
2,0.06381634,0.131496885,6,653,0
0,0.048341794,0.01,4,671,0
0,0.048128653,0.017905997,6,530,0
5,0.062167497,0.311376831,4,590,1
0,0.063320089,0.013026715,5,638,0
0,0.052952017,0.059855983,5,665,0
0,0.065425472,0.071202626,4,700,0
0,0.066011633,0.050864486,3,609,0
1,0.049117895,0.112113735,6,586,0
3,0.066466058,0.167655178,5,574,0
5,0.073723222,0.301458359,3,551,1
4,0.084103065,0.2642033,3,574,1
0,0.06179238,0.063071361,4,779,0
5,0.055360108,0.279788251,3,574,1
2,0.05233968,0.133351317,9,791,0
0,0.063841317,0.07098843,5,634,0
1,0.039239043,0.08410441,6,671,0
5,0.050892457,0.288365596,4,672,1
0,0.063530618,0.068213624,2,601,0
1,0.068595172,0.137848128,5,622,0
1,0.057082571,0.113724967,6,614,0
2,0.051584529,0.169321673,3,582,0
1,0.066974043,0.08982021,6,568,0
3,0.065938537,0.181732543,6,591,0
1,0.060767339,0.101125025,5,601,0
5,0.070402576,0.28378061,3,625,1
0,0.046517774,0.042916816,7,657,0
4,0.074529266,0.258535732,3,482,1
5,0.055785166,0.281651419,4,553,1
3,0.063064702,0.201015544,4,630,0
1,0.065999343,0.101227011,5,758,0
5,0.059206939,0.299397375,4,600,1
0,0.054049865,0.10707382,3,641,0
0,0.059874805,0.089628305,3,564,0
0,0.070709687,0.01,3,589,0
0,0.058859752,0.054409387,6,620,0
0,0.059463221,0.016267018,5,689,0
1,0.058592598,0.09930123,6,647,0
5,0.051373239,0.319863002,2,658,1
0,0.074293469,0.071968494,4,597,0
5,0.057302153,0.270768396,5,569,1
0,0.052839538,0.01,3,698,0
0,0.043827015,0.085851644,3,577,0
0,0.04412088,0.102428174,4,700,0
0,0.058905766,0.086279777,5,624,0
1,0.064041031,0.116537279,5,669,0
1,0.042909801,0.061892233,7,626,0
0,0.051882879,0.051579411,3,624,0
5,0.083029891,0.319440691,5,622,1
5,0.055707069,0.352905752,5,613,1
0,0.058242597,0.058317983,4,679,0
1,0.046719424,0.107275499,5,677,0
5,0.06899865,0.312973159,3,598,1
1,0.059999333,0.081925572,7,657,0
0,0.071148489,0.062084292,3,615,0
5,0.082718347,0.29564289,3,594,1
5,0.059830958,0.287022889,2,662,1
0,0.060805403,0.058259191,6,525,0
1,0.04724062,0.084292889,7,589,0
1,0.065014987,0.077659999,7,710,0
0,0.04068533,0.057481131,7,661,0
0,0.059570615,0.071983784,5,693,0
5,0.062551531,0.262312987,2,531,1
0,0.050682379,0.107072343,3,629,0
0,0.065552303,0.01,7,749,0
2,0.050475985,0.142017276,5,609,0
0,0.056662071,0.047582322,6,642,0
1,0.064444885,0.105928302,5,688,0
2,0.06051769,0.171059013,2,533,0
1,0.089034724,0.115998899,6,713,0
3,0.073786872,0.211551085,2,624,1
0,0.05405493,0.05169574,1,636,0
0,0.065387821,0.06806878,5,551,0
1,0.057533282,0.11864362,5,658,0
0,0.058614227,0.046292567,5,697,0
0,0.067757338,0.087789952,4,591,0
0,0.059165567,0.056775879,8,710,0
1,0.05009041,0.111428098,5,692,0
1,0.054332799,0.099067437,7,708,0
0,0.071156885,0.087320689,3,640,0
1,0.046469537,0.10663951,7,637,0
0,0.071378449,0.058947111,4,609,0
5,0.05952835,0.239233224,5,590,1
1,0.063510745,0.100284571,5,601,0
1,0.062866605,0.139293695,3,635,0
2,0.05104764,0.154593846,7,800,0
1,0.061028448,0.059993937,6,564,0
0,0.064910258,0.079881655,4,708,0
5,0.067914521,0.280685561,3,585,1
5,0.057894205,0.262006418,3,607,1
1,0.037756886,0.117018623,6,630,0
0,0.060282634,0.021989788,5,653,0
0,0.057916092,0.100512171,5,723,0
1,0.056925202,0.115701974,4,673,0
0,0.0665257,0.052787968,5,616,0
0,0.038001549,0.011750968,5,689,0
0,0.066281611,0.093737826,4,637,0
2,0.068297656,0.171038109,5,652,0
0,0.06647588,0.014971558,5,757,0
0,0.063435113,0.01,8,701,0
5,0.070340536,0.334661425,3,633,1
3,0.063951206,0.191854492,5,623,0
5,0.067309879,0.272872548,4,550,1
5,0.073046727,0.280874912,4,595,1
1,0.051977898,0.110694693,6,555,0
1,0.070231638,0.09842058,6,672,0
3,0.079016627,0.201174601,4,535,1
4,0.072883522,0.226685391,3,505,1
5,0.057006942,0.32981259,5,654,1
0,0.042203674,0.040643884,2,580,0
5,0.073708761,0.227131742,7,659,1
5,0.075689245,0.285970922,3,610,1
0,0.058708461,0.092194597,4,678,0
5,0.059620963,0.264962388,3,631,1
5,0.056054971,0.275353782,5,630,1
1,0.065187999,0.093217709,8,752,0
0,0.063978579,0.027145213,4,629,0
1,0.052811702,0.089773786,6,822,0
0,0.069590226,0.077748976,3,636,0
2,0.064692158,0.134327988,8,654,0
5,0.070330857,0.296731272,1,568,1
0,0.059074068,0.059811984,5,613,0
1,0.074240272,0.077060697,6,665,0
5,0.055770019,0.282734399,3,574,1
0,0.043606754,0.016555226,5,602,0
0,0.06447165,0.092326367,4,615,0
0,0.073292995,0.080129301,3,590,0
0,0.053367199,0.095600455,4,656,0
0,0.067627632,0.080213054,5,693,0
5,0.05409988,0.328591169,6,549,1
0,0.059283494,0.052397422,2,562,0
1,0.053832838,0.097224004,5,596,0
0,0.062712653,0.099998924,3,636,0
0,0.059949608,0.063017547,6,772,0
0,0.042293366,0.01,5,674,0
0,0.051410949,0.076717795,3,580,0
0,0.066601907,0.028169684,5,596,0
5,0.069386096,0.3046814,3,702,1
2,0.052265368,0.146008775,5,643,0
0,0.060643912,0.055671031,5,690,0
0,0.060899557,0.057026754,4,565,0
5,0.068193423,0.309329317,6,579,1
1,0.059647383,0.088860368,6,644,0
0,0.08109739,0.051670357,3,681,0
0,0.050149025,0.07514223,4,636,0
0,0.042381011,0.047906703,4,670,0
0,0.066737974,0.029905625,4,613,0
1,0.050120359,0.084482165,5,678,0
0,0.048935316,0.098001415,3,640,0
5,0.067815656,0.264894748,2,605,1
0,0.046728331,0.044335329,4,595,0
3,0.044268573,0.165729169,5,684,0
0,0.066194852,0.033807206,4,625,0
1,0.069477196,0.09332023,5,679,0
1,0.087978298,0.122341401,4,690,0
0,0.061577798,0.046605462,4,773,0
4,0.072137573,0.2278475,3,507,1
1,0.048263065,0.079851253,7,686,0
2,0.051330868,0.11982848,8,634,0
3,0.03689475,0.169725285,8,718,0
4,0.072556028,0.266271988,1,545,1
5,0.081821806,0.289749349,4,567,1
0,0.047217547,0.077397866,3,578,0
0,0.073869225,0.018010728,3,654,0
0,0.050353195,0.057781941,6,730,0
5,0.042403378,0.277210161,6,570,1
0,0.057079629,0.052411836,5,592,0
4,0.056198864,0.227365095,5,710,1
1,0.068520212,0.123687047,4,648,0
0,0.054512291,0.093407035,3,658,0
1,0.062512892,0.108271613,5,704,0
1,0.039114048,0.072628803,6,528,0
1,0.058811678,0.095090837,4,720,0
0,0.058980029,0.03301231,6,580,0
0,0.073581571,0.09662572,3,694,0
2,0.052269938,0.14067163,5,659,0
4,0.064484999,0.225933224,5,611,1
0,0.056194054,0.048832082,4,664,0
1,0.046712149,0.098127161,6,737,0
0,0.061436788,0.064270882,3,730,0
4,0.06411885,0.212111914,5,603,1
5,0.041468922,0.297866247,5,642,1
0,0.051347379,0.067954113,6,716,0
0,0.054274638,0.059195929,3,608,0
0,0.057777117,0.01,3,533,0
5,0.045529998,0.266030692,4,604,1
4,0.051199055,0.259511198,3,531,1
0,0.061719488,0.052490477,6,651,0
5,0.066262185,0.301562284,5,663,1
0,0.037618499,0.098306622,4,586,0
1,0.05154383,0.113342284,6,641,0
1,0.073743717,0.131050399,6,683,0
5,0.06002342,0.272840687,3,528,1
5,0.06737781,0.306499798,4,644,1
0,0.060468546,0.108030113,3,643,0
5,0.067573103,0.284174816,2,583,1
0,0.045915366,0.087560459,3,545,0
0,0.050149046,0.057524604,4,573,0
0,0.065706104,0.070202072,2,624,0
0,0.063490852,0.01,3,663,0
3,0.055283061,0.213169196,6,662,0
5,0.068186736,0.278198895,3,557,1
0,0.066199385,0.063944912,5,624,0
3,0.065463762,0.211688229,3,634,1
0,0.059430499,0.07833141,3,793,0
2,0.040152823,0.138029386,6,536,0
0,0.047391401,0.01,5,599,0
1,0.059247198,0.129182277,4,690,0
0,0.074137027,0.041274614,8,645,0
0,0.040650254,0.071127923,4,700,0
1,0.050270027,0.092524415,5,721,0
3,0.054666801,0.195794327,5,643,0
0,0.058040862,0.025458793,6,623,0
1,0.054223608,0.121714147,3,551,0
5,0.07458779,0.336540498,3,550,1
0,0.066563671,0.073805705,5,683,0
0,0.059183937,0.01,4,651,0
4,0.05915113,0.239715143,5,557,1
0,0.067311111,0.068631537,4,681,0
0,0.062156128,0.070762613,4,595,0
5,0.081069251,0.269550841,3,555,1
0,0.066280439,0.06229058,2,622,0
1,0.049946568,0.075543148,6,681,0
2,0.054963084,0.18665752,1,622,0
0,0.070398849,0.083819287,4,716,0
1,0.05768389,0.107687614,6,620,0
1,0.069271068,0.118745703,4,656,0
5,0.068106699,0.298039233,3,634,1
0,0.053086698,0.080694995,3,668,0
3,0.063010011,0.204618105,2,711,1
5,0.067182958,0.275919558,3,545,1
0,0.045657118,0.092963816,3,558,0
1,0.042604433,0.097783919,7,747,0
0,0.066059924,0.01,3,602,0
1,0.070363323,0.097597877,5,657,0
3,0.05503306,0.227631208,2,568,1
4,0.06479854,0.206904087,5,631,1
1,0.058790235,0.093433563,6,657,0
1,0.051786097,0.093197944,5,654,0
0,0.046181654,0.046077962,4,585,0
0,0.045385077,0.054308352,7,689,0
1,0.058591265,0.076112456,7,674,0
0,0.064302113,0.048827913,5,760,0
1,0.05377273,0.129358383,3,662,0
1,0.065776399,0.137359037,3,614,0
0,0.037721717,0.041819791,4,620,0
0,0.054656361,0.057353322,2,579,0
5,0.063654131,0.261372984,5,626,1
0,0.051252642,0.061939339,3,633,0
0,0.055727927,0.017465784,5,681,0
1,0.053672742,0.09856264,5,631,0
2,0.029603254,0.147209528,7,638,0
3,0.043610828,0.196048511,6,605,0
0,0.048157359,0.03834024,6,612,0
0,0.063419665,0.083780152,3,583,0
2,0.046559603,0.144579143,4,622,0
1,0.061042244,0.114792458,4,640,0
3,0.052477553,0.19550185,3,736,0
1,0.0540543,0.120957464,5,635,0
1,0.056921491,0.104404024,7,667,0
0,0.049390794,0.075178312,5,639,0
4,0.059818261,0.276146435,2,515,1
4,0.069729882,0.264219792,3,617,1
0,0.060284233,0.062711392,7,683,0
4,0.077700265,0.20733171,4,581,1
0,0.068656801,0.097121886,4,618,0
0,0.045687348,0.044833749,5,608,0
0,0.069683681,0.10585686,3,605,0
1,0.04331257,0.126719186,6,634,0
2,0.063765256,0.165969798,2,609,0
0,0.034497273,0.01,5,767,0
0,0.071806312,0.027435938,3,607,0
0,0.055910319,0.077389431,3,555,0
0,0.05264255,0.083716812,3,651,0
0,0.056269275,0.065149011,4,561,0
0,0.046780362,0.101526791,3,670,0
0,0.065855358,0.010288707,3,619,0
4,0.059492326,0.239084398,3,549,1
0,0.042810993,0.06499551,5,633,0
2,0.045929281,0.170304384,5,677,0
3,0.058197558,0.165484555,5,641,0
0,0.047541959,0.069626081,4,651,0
0,0.051886205,0.085453379,5,664,0
1,0.049137814,0.089196787,6,551,0
1,0.068302176,0.127158366,3,659,0
0,0.060426005,0.076934234,4,648,0
1,0.050897129,0.129479053,4,628,0
0,0.077074359,0.066909215,4,637,0
2,0.066633416,0.160813571,1,598,0
0,0.067238303,0.08570425,4,479,0
1,0.062544122,0.126491958,5,608,0
0,0.048382633,0.070321797,5,596,0
0,0.053826562,0.075480694,3,631,0
0,0.051675541,0.046317641,4,552,0
0,0.060688818,0.044338447,6,585,0
1,0.056958991,0.099086534,5,685,0
5,0.070883214,0.285862192,3,605,1
1,0.053474085,0.092629608,7,672,0
0,0.076118335,0.01,3,583,0
1,0.065221697,0.10360205,6,669,0
2,0.081393245,0.081596487,8,669,0
1,0.05541427,0.11966142,6,632,0
0,0.060993985,0.070852272,6,672,0
5,0.059291139,0.29771449,6,675,1
2,0.054436599,0.121107426,5,616,0
0,0.063119417,0.043567117,3,569,0
0,0.0806663,0.01,1,675,0
2,0.06163812,0.165361694,3,653,0
0,0.059863251,0.044626805,5,668,0
2,0.056073378,0.160293121,5,586,0
2,0.055637815,0.155633714,8,780,0
0,0.061339462,0.103615993,3,621,0
1,0.060717551,0.126901545,5,708,0
0,0.075775013,0.075471437,4,642,0
1,0.060592915,0.141742689,4,557,0
2,0.058208213,0.127398845,4,683,0
0,0.072932356,0.035559388,5,591,0
0,0.045985525,0.090582203,3,561,0
4,0.048300204,0.188853355,6,508,1
5,0.064175022,0.256616778,3,582,1
1,0.044753955,0.109500614,5,634,0
5,0.062446636,0.36267291,2,560,1
0,0.040698097,0.021808361,5,712,0
5,0.070925362,0.291459469,2,587,1
3,0.052205985,0.168852085,7,630,0
0,0.058689756,0.061554934,6,679,0
1,0.055299094,0.131883521,4,628,0
1,0.071843335,0.110726255,6,766,0
0,0.063727729,0.073298041,5,654,0
1,0.059847499,0.068463163,6,734,0
0,0.065109277,0.01,5,625,0
1,0.068736027,0.103747544,4,709,0
3,0.060208204,0.191642709,5,602,0
2,0.056307741,0.128752506,7,579,0
0,0.04915707,0.037434714,5,686,0
3,0.063921242,0.195526439,3,677,0
4,0.061352589,0.225486412,5,694,1
5,0.067175681,0.278984484,3,707,1
0,0.060039493,0.026776309,5,612,0
1,0.04018374,0.115863655,7,615,0
0,0.059462189,0.05130843,5,649,0
4,0.075667491,0.195324827,6,529,1
1,0.071528518,0.07381758,7,734,0
1,0.048900282,0.103534804,6,581,0
0,0.063777175,0.059716882,4,673,0
0,0.067279697,0.078739677,4,661,0
0,0.065967702,0.076551327,2,603,0
0,0.072809508,0.032955461,0,687,0
1,0.048998862,0.084672388,5,657,0
0,0.039302508,0.054408337,3,677,0
4,0.066784185,0.199883198,7,686,0
0,0.056696741,0.086836616,5,637,0
1,0.049988089,0.093741687,6,638,0
0,0.049328169,0.056162931,5,620,0
3,0.061698553,0.179538391,6,602,0
1,0.064278131,0.104890625,7,678,0
0,0.048663171,0.01,5,641,0
2,0.054193181,0.114874546,8,636,0
0,0.074987138,0.092509015,3,635,0
0,0.067045011,0.065457219,3,517,0
0,0.038322013,0.075207678,6,612,0
0,0.035277192,0.020700289,6,665,0
1,0.063499342,0.097256268,7,591,0
0,0.054177053,0.023343295,3,712,0
0,0.064493627,0.044429359,5,725,0
1,0.033150175,0.082837139,6,610,0
0,0.045271505,0.056915298,7,638,0
0,0.074437636,0.041004968,5,685,0
1,0.059141294,0.165086906,1,572,0
0,0.055488797,0.021462172,4,559,0
0,0.056202734,0.01,4,564,0
5,0.079402897,0.287449152,4,591,1
1,0.036109803,0.101167494,8,647,0
1,0.055066095,0.119732087,6,700,0
0,0.058552209,0.08941928,5,688,0
5,0.054066918,0.261800104,5,622,1
0,0.063525165,0.109402308,3,584,0
0,0.070098534,0.089940017,4,745,0
4,0.057392103,0.24875336,2,469,1
5,0.066246915,0.272078356,3,589,1
2,0.055701976,0.151683133,4,642,0
0,0.042988617,0.037713602,5,712,0
5,0.042849737,0.23572598,5,635,1
0,0.049126878,0.046913071,5,662,0
2,0.065819493,0.11963169,5,699,0
1,0.044311982,0.116104303,6,715,0
2,0.076204757,0.166507699,1,599,0
0,0.048745779,0.080948009,5,662,0
5,0.055706437,0.268266967,3,558,1
4,0.064160678,0.214761581,6,613,1
0,0.073267382,0.01,5,710,0
0,0.078740323,0.032614331,6,666,0
2,0.050993713,0.143473958,8,668,0
1,0.041236452,0.084025681,6,716,0
0,0.061214267,0.07290556,3,613,0
4,0.054600283,0.19771485,5,623,1
5,0.066797273,0.31019195,4,532,1
5,0.053260458,0.302500463,4,536,1
1,0.034115932,0.0700392,7,700,0
5,0.054279836,0.27967473,4,658,1
2,0.066709226,0.165685894,5,616,0
1,0.063298365,0.134018044,3,584,0
0,0.053654781,0.101130773,2,722,0
0,0.054268647,0.076230015,4,616,0
1,0.066616214,0.082233349,6,707,0
3,0.073756351,0.18952655,5,558,0
0,0.052175561,0.052772904,6,662,0
0,0.061549754,0.06603906,5,676,0
5,0.059610596,0.278123436,3,580,1
5,0.066017263,0.260401517,5,686,1
1,0.048738338,0.111190765,6,577,0
0,0.064037703,0.067268647,7,623,0
1,0.060080873,0.137595409,3,636,0
1,0.065574282,0.095194467,5,605,0
0,0.055299702,0.033421369,6,579,0
0,0.061365461,0.117978734,3,702,0
1,0.044994298,0.115564959,6,604,0
0,0.055347553,0.031792091,6,607,0
0,0.039599561,0.024755696,7,681,0
0,0.058258074,0.044278004,4,626,0
0,0.069081434,0.062759676,4,593,0
0,0.076255752,0.074663514,4,574,0
0,0.058080323,0.065432079,4,593,0
3,0.06402477,0.200878208,4,629,0
1,0.054921009,0.118581482,6,616,0
1,0.046938829,0.107678942,6,762,0
2,0.065278401,0.129021682,5,555,0
3,0.058693545,0.144311439,8,664,0
0,0.075679125,0.036599994,4,526,0
2,0.069445849,0.169725554,4,524,0
0,0.052191628,0.032104561,6,635,0
0,0.046590053,0.046444824,7,640,0
1,0.070858956,0.112112361,6,595,0
1,0.071927514,0.094297561,6,615,0
0,0.056482897,0.0431768,2,796,0
1,0.060196512,0.09018363,7,664,0
1,0.053862025,0.106808137,5,631,0
1,0.056230799,0.110104003,5,625,0
1,0.069023647,0.10613022,7,639,0
0,0.051040805,0.045908183,5,703,0
2,0.05006133,0.161692453,6,647,0
0,0.067434944,0.093425478,4,720,0
4,0.052804464,0.229015142,6,621,1
1,0.044380987,0.138862147,4,720,0
2,0.069651331,0.124208327,8,643,0
2,0.056147742,0.125814764,7,734,0
1,0.069305424,0.079923106,7,635,0
5,0.052332421,0.259133311,7,721,1
0,0.060540663,0.058291937,8,638,0
1,0.064443003,0.099626128,5,670,0
1,0.058454675,0.100523298,6,724,0
1,0.057400325,0.115172406,5,668,0
0,0.035831896,0.080732729,5,646,0
1,0.066294695,0.099042678,6,656,0
1,0.052072515,0.126083906,5,749,0
0,0.03879515,0.024506061,7,706,0
1,0.047730203,0.129866523,5,670,0
4,0.048188176,0.205931192,7,692,0
5,0.056262412,0.293891835,3,583,1
1,0.060589371,0.098602157,5,609,0
4,0.054690457,0.205564323,4,636,1
1,0.065238352,0.087605266,7,671,0
0,0.061610863,0.036948065,1,690,0
3,0.062843603,0.191030638,4,611,0
0,0.056723968,0.065542534,5,676,0
1,0.05340447,0.092255603,6,669,0
1,0.046881268,0.101959705,5,620,0
0,0.072473026,0.055838274,3,627,0
0,0.062599234,0.065652583,5,629,0
0,0.07901273,0.048477544,4,554,0
1,0.060117807,0.120447185,3,745,0
1,0.050485175,0.100325665,6,571,0
0,0.075162839,0.065065374,4,594,0
1,0.072491793,0.117726428,5,667,0
1,0.053924664,0.089518833,7,735,0
1,0.0401253,0.118744858,4,492,0
5,0.050490902,0.293964076,3,567,1
0,0.05961667,0.099047054,2,600,0
4,0.04355326,0.221319697,6,644,1
0,0.039910024,0.088066077,4,626,0
5,0.0610788,0.301417909,4,606,1
0,0.061179527,0.033424188,4,557,0
1,0.043162636,0.104508455,4,709,0
1,0.057956299,0.095012494,5,603,0
0,0.064193894,0.01,4,624,0
1,0.06247567,0.071763469,5,617,0
1,0.068605281,0.114908316,5,602,0
5,0.05684251,0.259750476,4,500,1
0,0.063516798,0.060578247,5,621,0
2,0.050284678,0.104908481,7,662,0
1,0.060625564,0.103486451,6,577,0
1,0.049398615,0.096472611,6,694,0
1,0.052436023,0.078955297,5,716,0
1,0.072638682,0.113322411,5,712,0
2,0.05483934,0.152040892,5,722,0
0,0.066617247,0.066304845,5,717,0
2,0.049785468,0.107057772,8,593,0
1,0.045571268,0.110053844,5,624,0
0,0.078216871,0.080384353,4,613,0
0,0.049294906,0.082241218,3,656,0
0,0.070260601,0.048967262,4,602,0
0,0.09012598,0.045289453,5,673,0
1,0.054917765,0.121390457,5,685,0
1,0.053621073,0.099964466,5,606,0
0,0.050474089,0.082756654,3,658,0
4,0.061387134,0.244980222,1,603,1
4,0.043388383,0.222917749,5,565,1
1,0.06893054,0.109233695,6,734,0
2,0.038762008,0.114580068,7,667,0
1,0.05093329,0.120530865,6,675,0
3,0.07006317,0.206636383,2,601,1
1,0.044576617,0.118064741,5,620,0
0,0.060372777,0.077110247,5,562,0
5,0.066391127,0.278978831,2,587,1
2,0.05853917,0.17591297,3,611,0
1,0.055967297,0.07104372,7,718,0
2,0.073116507,0.181364699,3,662,0
2,0.049644524,0.161916865,3,581,0
0,0.066303955,0.082742546,4,729,0
1,0.068249465,0.089341695,5,629,0
2,0.049107498,0.113743139,8,647,0
0,0.06094774,0.064732283,5,625,0
0,0.071745482,0.051761822,6,748,0
1,0.080840406,0.101566226,6,679,0
0,0.04755213,0.023752113,5,754,0
0,0.068122367,0.054882169,6,674,0
1,0.054970546,0.12360367,5,724,0
2,0.04596713,0.11320936,7,674,0
0,0.054945723,0.01,5,715,0
5,0.065073663,0.272987163,3,656,1
2,0.057941085,0.135212007,8,726,0
1,0.06474427,0.104688182,5,622,0
4,0.067291626,0.203515279,6,706,0
1,0.049157318,0.120016327,5,725,0
0,0.059756937,0.080795842,5,652,0
3,0.072534771,0.153809094,7,601,0
0,0.058477631,0.067060966,5,598,0
3,0.052079204,0.16947929,4,631,0
0,0.063209673,0.083646587,3,672,0
1,0.04831364,0.113385429,7,590,0
0,0.063067539,0.085075604,3,683,0
1,0.073872235,0.090249409,5,631,0
4,0.056407159,0.233327556,3,578,1
0,0.058090063,0.064267313,4,649,0
1,0.052746522,0.087760764,5,643,0
0,0.068199068,0.081680465,4,603,0
2,0.059686037,0.122948703,7,786,0
0,0.057131608,0.047739881,3,576,0
0,0.042404414,0.055123966,4,623,0
0,0.049817844,0.01186715,4,640,0
0,0.061577241,0.061115482,6,562,0
1,0.061650925,0.108331839,5,742,0
4,0.060286215,0.255394541,1,499,1
1,0.055739566,0.107357146,6,682,0
1,0.066198683,0.136090394,4,662,0
1,0.05669111,0.110980286,6,620,0
0,0.060844268,0.075188348,2,617,0
0,0.062885587,0.028799949,5,657,0
5,0.061680392,0.343728221,3,634,1
1,0.053244184,0.077044508,6,630,0
0,0.056108527,0.033522531,5,636,0
0,0.066569787,0.047232484,6,683,0
1,0.069391145,0.115011276,5,683,0
0,0.064620675,0.078343444,3,630,0
1,0.067085334,0.089276789,5,703,0
1,0.057540811,0.076082271,5,549,0
3,0.053433317,0.162608116,7,708,0
0,0.084109951,0.050390372,2,687,0
1,0.057967977,0.114254895,5,634,0
0,0.071040651,0.083963648,3,636,0
0,0.056257441,0.064281193,6,638,0
1,0.063234064,0.132408012,3,615,0
1,0.037117449,0.106295412,5,604,0
0,0.040326116,0.034963023,4,713,0
1,0.0451461,0.088036257,6,581,0
1,0.066281153,0.10696949,6,625,0
0,0.042317562,0.087011752,4,720,0
